Stock,1,2,3,4,5,6,7,8,9
C,0.11096045197740113,0.18497175141242939,0.143954802259887,0.2726553672316384,0.143954802259887,0.07514124293785311,0.04768361581920904,0.00711864406779661,0.013559322033898305
AIG,0.32733084709643046,0.13521576984549813,0.10261054874800213,0.0717101758124667,0.1345764517847629,0.07043153969099628,0.03271177410761854,0.056366542354821525,0.06904635055940331
HON,0.3049776395100136,0.07972000777756173,0.17256465098191717,0.0904141551623566,0.09362239937779507,0.029554734590705813,0.05930390822477154,0.0975111802449932,0.07233132412988529
MO,0.2519988712256608,0.11090207882607468,0.12303640297243909,0.12745743580095945,0.13169033957294704,0.10412943279089455,0.062270717712350675,0.042046844135076665,0.04646787696359703
HCA,0.260224538893344,0.10505212510024058,0.13552526062550121,0.05813953488372093,0.03648757016840417,0.06896551724137931,0.18043303929430635,0.10665597433841219,0.04851643945469126
UAA,0.2677231025854879,0.20517097581317764,0.18265221017514596,0.1387267167083681,0.04559355018070614,0.046983597442313035,0.027244926327495134,0.0408673894912427,0.045037531276063386
IP,0.1574640203179381,0.1780641520082777,0.32781488100837175,0.20778854294045715,0.08503433355281723,0.0034803875458564574,0.003292258489323676,0.01777819584234785,0.019283228294610103
HPE,0.8111455108359134,0.0,0.0,0.0,0.0,0.0,0.03560371517027864,0.04024767801857585,0.1130030959752322
ABT,0.23179680150517404,0.30432737535277515,0.10724365004703669,0.08071495766698024,0.05540921919096896,0.08043273753527752,0.056820319849482596,0.05587958607714017,0.02737535277516463
AFL,0.3015992474129821,0.2967074317968015,0.15428033866415805,0.06331138287864535,0.04355597365945438,0.019849482596425213,0.017121354656632174,0.033113828786453435,0.07046095954844779
APD,0.2596425211665099,0.14402634054562558,0.12248353715898401,0.13320790216368766,0.10630291627469426,0.05390404515522107,0.06914393226716839,0.06735653809971778,0.04393226716839135
RCL,0.3277428371767994,0.18630328441649197,0.1586303284416492,0.16352201257861634,0.03689727463312369,0.024737945492662474,0.039552760307477286,0.03172606568832984,0.030887491264849756
AEP,0.12041392285983067,0.19915333960489182,0.30997177798682973,0.2032925682031985,0.053245531514581376,0.047036688617121354,0.03367826904985889,0.02022577610536218,0.012982126058325494
HES,0.37008466603951085,0.09661335841956727,0.020978363123236123,0.07855126999059266,0.12634054562558797,0.09661335841956727,0.06152398871119473,0.06820319849482596,0.08109125117591721
ADM,0.341862652869238,0.20442144873000942,0.15503292568203197,0.18984007525870178,0.028692380056444027,0.00658513640639699,0.01495766698024459,0.02605832549388523,0.03254938852304798
ADP,0.3071245186136072,0.00834403080872914,0.1668806161745828,0.14922978177150192,0.057766367137355584,0.084403080872914,0.051347881899871634,0.14184852374839538,0.03305519897304236
VRSK,0.23734729493891799,0.08376963350785341,0.12356020942408377,0.07853403141361257,0.05794066317626527,0.15462478184991274,0.124956369982548,0.11169284467713787,0.02757417102966841
AZO,0.22804054054054054,0.2581860706860707,0.11993243243243243,0.033783783783783786,0.04703742203742204,0.06301975051975052,0.112006237006237,0.08238045738045738,0.055613305613305616
AVY,0.26923800564440264,0.11439322671683913,0.10037629350893697,0.10997177798682972,0.1684854186265287,0.1277516462841016,0.03932267168391345,0.03254938852304798,0.03791157102539981
MSCI,0.18487645132479905,0.18070854420958618,0.35129502828222686,0.1003274784161953,0.02232807383149747,0.058350699612980055,0.04435844001190831,0.03572491813039595,0.022030366180410838
BLL,0.3804327375352775,0.24957666980244592,0.11608654750705551,0.06528692380056444,0.043461900282220134,0.04045155221072436,0.03019755409219191,0.023518344308560677,0.05098777046095955
CARR,0.3669064748201439,0.5107913669064749,0.1223021582733813,0.0,0.0,0.0,0.0,0.0,0.0
BK,0.11777986829727187,0.20348071495766698,0.2739416745061148,0.19238005644402634,0.13687676387582315,0.01843838193791157,0.040733772342427095,0.015145813734713076,0.0012229539040451553
OTIS,0.0,0.0,0.0,0.2517985611510791,0.4316546762589928,0.31654676258992803,0.0,0.0,0.0
BAX,0.18269049858889935,0.17318908748824083,0.22238946378174976,0.10159924741298212,0.09764816556914394,0.08297271872060206,0.05409219190968956,0.0632173095014111,0.02220131702728128
BDX,0.15014111006585137,0.26792097836312323,0.1269049858889934,0.03339604891815616,0.04270931326434619,0.09087488240827846,0.13518344308560679,0.0896519285042333,0.0632173095014111
BRK/B,0.23727215587680703,0.13073538654934003,0.06426775612822125,0.1671904462602137,0.12350722815839095,0.07071024512884978,0.10575109993714644,0.08249528598365807,0.01807039597737272
BBY,0.1488108981759409,0.23955206649734473,0.29311937196952204,0.12768413761256062,0.06164858000461787,0.043985222812283536,0.051027476333410295,0.023551142923112445,0.010621103671207574
BSX,0.38602891501148495,0.14903391433590055,0.15281718686663964,0.08012430752601,0.05634373733279287,0.046615322253749494,0.053506282934738546,0.03742737467909742,0.03810295905958654
BMY,0.21571025399811852,0.2781749764816557,0.09943555973659454,0.08720602069614299,0.1589840075258702,0.10131702728127939,0.026246472248353716,0.007243650047036689,0.02568203198494826
FBHS,0.05258693808312129,0.089058524173028,0.09669211195928754,0.2968617472434266,0.25233248515691264,0.17684478371501272,0.01993214588634436,0.015691263782866838,0.0
BF/B,0.25283609336288954,0.1513887077845873,0.1811187899334985,0.09271091406963099,0.09805711305254923,0.11253096883557179,0.06337201721215283,0.028165340983179032,0.0198200547659408
COG,0.4909932449337003,0.24180635476607457,0.09394545909432074,0.014761070803102327,0.029271953965474107,0.02752064048036027,0.023267450587940955,0.03340005003752815,0.045033775331498625
CPB,0.17497648165569143,0.21335841956726245,0.2671683913452493,0.17441204139228597,0.07403574788334902,0.04929444967074318,0.03857008466603951,0.006208842897460019,0.001975540921919097
KSU,0.3714016933207902,0.24308560677328317,0.11119473189087488,0.04299153339604892,0.025870178739416744,0.02568203198494826,0.04148635936030103,0.06133584195672625,0.07695202257761054
HLT,0.04284103720405862,0.0,0.015783540022547914,0.24239007891770012,0.213641488162345,0.11273957158962795,0.1600901916572717,0.1262683201803833,0.08624577226606539
CCL,0.1682972718720602,0.34082784571966135,0.17262464722483536,0.16585136406396989,0.07911571025399812,0.04120413922859831,0.014111006585136407,0.012041392285983067,0.00592662276575729
QRVO,0.12016021361815754,0.0,0.014686248331108143,0.06875834445927904,0.17289719626168223,0.22897196261682243,0.27369826435246997,0.1048064085447263,0.01602136181575434
LUMN,0.32229539040451555,0.1681091251175917,0.29285042333019756,0.09266227657572906,0.004609595484477893,0.003668861712135466,0.023142050799623705,0.043650047036688615,0.04901222953904045
UDR,0.421583459404942,0.25932929904185575,0.152672718103883,0.04589006555723651,0.0025214321734745334,0.01714573877962683,0.014120020171457387,0.03177004538577912,0.054967221381744834
CLX,0.32793979303857007,0.04393226716839135,0.1116650987770461,0.10649106302916275,0.11571025399811853,0.1400752587017874,0.05945437441204139,0.050047036688617125,0.044684854186265284
PAYC,0.27283511269276395,0.23013048635824437,0.20106761565836298,0.10794780545670225,0.054567022538552785,0.03914590747330961,0.04863582443653618,0.03202846975088968,0.013641755634638196
CMS,0.35870178739416747,0.2614299153339605,0.12869238005644404,0.11448730009407337,0.03151458137347131,0.041110065851364064,0.02041392285983067,0.024553151458137346,0.01909689557855127
NWL,0.881104033970276,0.11889596602972399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL,0.1584987301288684,0.2724108738594676,0.13771046938199605,0.07224155770858809,0.04580942526573229,0.13131408145988147,0.1158874988241934,0.0315116169692409,0.03461574640203179
CMA,0.15412863288217396,0.10932745776938411,0.12978701080684082,0.16042387997062219,0.1917951946280558,0.11310460602245305,0.05602769908718917,0.039660056657223795,0.04574546217605708
IPGP,0.4063888888888889,0.1288888888888889,0.023333333333333334,0.03027777777777778,0.07972222222222222,0.12027777777777778,0.06527777777777778,0.07472222222222222,0.07111111111111111
CAG,0.4755409219190969,0.24440263405456256,0.11759172154280338,0.04487300094073377,0.05174035747883349,0.01796801505174036,0.010818438381937912,0.012229539040451553,0.024835371589840075
ED,0.07460018814675447,0.2251175917215428,0.15540921919096895,0.222483537158984,0.10253998118532455,0.0656632173095014,0.07714016933207903,0.05569143932267168,0.021354656632173095
SLG,0.2592408420354716,0.17586606994861595,0.10260235372120007,0.06364992541024365,0.05271009448035803,0.06348417039615448,0.06530747555113542,0.10608320901707277,0.11105585943974805
GLW,0.3531514581373471,0.28626528692380054,0.0876763875823142,0.05644402634054563,0.04477892756349953,0.029256820319849483,0.024176857949200378,0.05766698024459078,0.060583254938852305
CMI,0.42351834430856067,0.04807149576669802,0.04280338664158043,0.0786453433678269,0.05164628410159925,0.07732831608654751,0.061900282220131705,0.09849482596425212,0.11759172154280338
DHR,0.3144560357675112,0.19895678092399405,0.10421545667447307,0.06344475196934213,0.06174153715137322,0.06717053438364914,0.06738343623589525,0.06504151586118799,0.057589951032573986
TGT,0.09811853245531514,0.10950141110065852,0.18184383819379116,0.10978363123236125,0.22276575729068673,0.14506114769520226,0.0656632173095014,0.04402634054562559,0.02323612417685795
DE,0.2389463781749765,0.13584195672624647,0.0876763875823142,0.09247412982126059,0.09115710253998119,0.07347130761994355,0.09811853245531514,0.13320790216368766,0.04910630291627469
D,0.2991066844645241,0.14919396241913954,0.16285039531779444,0.0953896703973714,0.04856761474484033,0.052777492555703874,0.14447068487524387,0.031112023821747613,0.01653147140363487
DOV,0.1405456255879586,0.3044214487300094,0.16575729068673564,0.06669802445907808,0.10018814675446848,0.09981185324553152,0.050235183443085606,0.030103480714957668,0.04223894637817498
LNT,0.0,0.0,0.002188183807439825,0.4726477024070022,0.5229759299781181,0.002188183807439825,0.0,0.0,0.0
DUK,0.11984948259642521,0.11561618062088429,0.13922859830667922,0.1415804327375353,0.13527751646284103,0.08993414863593603,0.11825023518344309,0.09059266227657573,0.04967074317968015
REG,0.0,0.0,0.07942973523421588,0.20366598778004075,0.06517311608961303,0.6517311608961304,0.0,0.0,0.0
ETN,0.2420507996237065,0.14346190028222014,0.14487300094073377,0.09303857008466604,0.10310442144873001,0.11655691439322671,0.0883349012229539,0.04675446848541863,0.021825023518344307
ECL,0.30385487528344673,0.1492063492063492,0.19863945578231293,0.15317460317460319,0.08594104308390023,0.03741496598639456,0.0326530612244898,0.01655328798185941,0.02256235827664399
PKI,0.23358419567262464,0.17685794920037629,0.06425211665098778,0.08560677328316087,0.06698024459078081,0.024176857949200378,0.10602069614299153,0.12587017873941675,0.11665098777046096
EMR,0.1330197554092192,0.14854186265286923,0.19068673565380997,0.11890874882408278,0.17309501411100658,0.10545625587958608,0.07121354656632173,0.03490122295390405,0.024176857949200378
EOG,0.14162028447742733,0.08855905998763142,0.1440940012368584,0.1533704390847248,0.17476808905380334,0.07779839208410637,0.04242424242424243,0.08051948051948052,0.09684601113172542
AON,0.3300470021781497,0.15040697007910123,0.18904046772899233,0.14662386793534335,0.03141121173908059,0.02327181015705606,0.03026481715006305,0.057892926745385764,0.04104092628682793
ETR,0.09410901979956,0.2576387191395747,0.12148618919579565,0.04839892446834515,0.04033243705695429,0.1366414079687118,0.19714006355414324,0.06966511855292104,0.03458812026399413
EFX,0.29313264346190027,0.19266227657572907,0.1973659454374412,0.1297271872060207,0.06133584195672625,0.04844778927563499,0.040075258701787395,0.015333960489181562,0.02191909689557855
IQV,0.359253499222395,0.0,0.0,0.11560393986521514,0.1181959564541213,0.144116122343183,0.1456713322965267,0.04302747537584241,0.07413167444271643
IT,0.47226569292296994,0.13580246913580246,0.056859676577986434,0.04990436445835507,0.029386193705442532,0.03321161537123978,0.05216484089723526,0.09702660406885759,0.07337854286211094
FDX,0.4427093132643462,0.07450611476952022,0.05174035747883349,0.052963311382878644,0.0651928504233302,0.04506114769520226,0.05333960489181561,0.10583254938852305,0.10865475070555033
FMC,0.10752587017873942,0.09106302916274694,0.15540921919096895,0.12803386641580433,0.170931326434619,0.10752587017873942,0.11928504233301976,0.08777046095954845,0.032455315145813735
F,0.5511240711127834,0.10535227165835763,0.024644906405794375,0.07957859091336657,0.04684413507666259,0.029724390932179476,0.0334869720628351,0.07280594487818644,0.05643871695983445
NEE,0.38381937911571024,0.17939793038570084,0.09078080903104421,0.05277516462841016,0.08626528692380056,0.07873941674506114,0.0380997177798683,0.03160865475070555,0.058513640639698966
BEN,0.3079451433752692,0.11617363708489176,0.22883373002380142,0.16320979258755525,0.08239827722996713,0.03422872038989006,0.02754165249914995,0.02017454380596169,0.019494503003513543
FCX,0.3691886964448496,0.11060467942874506,0.16560316013369797,0.09237313886356731,0.07900334244910362,0.04603463992707384,0.047705864478881796,0.05591005773321179,0.03357642054086904
GPS,0.34270931326434617,0.2650047036688617,0.10272812793979304,0.1149576669802446,0.042427093132643465,0.04487300094073377,0.02991533396048918,0.029444967074317967,0.027939793038570086
DXCM,0.36886465047099654,0.07387208725830441,0.06841844323252355,0.07188894397620228,0.05428854734754586,0.08824987605354487,0.11403073872087258,0.09048091224590976,0.06990580069410014
GD,0.2629350893697084,0.09548447789275635,0.10216368767638759,0.10987770460959548,0.08363123236124177,0.13471307619943557,0.08730009407337723,0.07253057384760113,0.05136406396989652
GIS,0.2812793979303857,0.2922859830667921,0.11834430856067733,0.08410159924741298,0.14289746001881468,0.04299153339604892,0.020884289746001882,0.008560677328316087,0.00865475070555033
GPC,0.18974600188146754,0.1717779868297272,0.17779868297271872,0.12050799623706492,0.04863593603010348,0.057855126999059266,0.03123236124176858,0.09369708372530573,0.10874882408278458
ATO,0.268240086258536,0.4278183778603091,0.10782317000119804,0.038936144722654845,0.042170839822690785,0.01030310291122559,0.03474302144483048,0.038217323589313526,0.031747933389241645
GWW,0.20009407337723426,0.23734713076199435,0.13631232361241769,0.15343367826904986,0.07074317968015052,0.05860771401693321,0.07751646284101599,0.0425211665098777,0.023424270931326433
HAL,0.25672624647224834,0.13085606773283162,0.13951081843838195,0.10620884289746002,0.06105362182502352,0.08043273753527752,0.08617121354656632,0.07958607714016933,0.05945437441204139
LHX,0.3013170272812794,0.05503292568203198,0.0574788334901223,0.13922859830667922,0.14261523988711194,0.09285042333019755,0.106585136406397,0.06095954844778927,0.04393226716839135
PEAK,0.33727233304423243,0.21769297484822203,0.2170424978317433,0.05019514310494363,0.04564180398959237,0.07686470078057242,0.026669557675628796,0.012142237640936688,0.01647875108412836
CTLT,0.001243008079552517,0.39651957737725296,0.18955873213175886,0.23430702299564948,0.09695463020509633,0.01740211311373524,0.02983219390926041,0.031696706028589185,0.002486016159105034
FTV,0.0,0.0,0.0,0.04367201426024955,0.1800356506238859,0.22103386809269163,0.4295900178253119,0.12566844919786097,0.0
HSY,0.277140169332079,0.12916274694261523,0.18316086547507054,0.061429915333960486,0.09275634995296331,0.07638758231420507,0.03123236124176858,0.049388523047977424,0.0993414863593603
SYF,0.031696706028589185,0.3673088875077688,0.5997513983840895,0.001243008079552517,0.0,0.0,0.0,0.0,0.0
HRL,0.12932218199975035,0.22406690800149795,0.2088378479590563,0.13681188365996755,0.07127699413306703,0.05255273998252403,0.05866932967170141,0.05217825489951317,0.06628385969292223
AJG,0.08276908708848937,0.2590473966845669,0.1351856175577866,0.14697641839831893,0.09047396684566893,0.0605883726360028,0.07903338781228111,0.09374270371235116,0.0521830492645342
MDLZ,0.0,0.10435992578849722,0.2722634508348794,0.4559369202226345,0.16743970315398887,0.0,0.0,0.0,0.0
CNP,0.5615239887111947,0.24393226716839134,0.027187206020696145,0.0011288805268109125,0.0017873941674506114,0.0070555032925682035,0.07761053621825023,0.05691439322671684,0.02285983066792098
HUM,0.2663217309501411,0.17196613358419569,0.10310442144873001,0.07412982126058326,0.09040451552210724,0.10225776105362183,0.09322671683913453,0.049576669802445905,0.04901222953904045
WLTW,0.901294498381877,0.09870550161812297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITW,0.2477892756349953,0.10216368767638759,0.13734713076199437,0.1763875823142051,0.09858889934148636,0.03866415804327376,0.05315145813734713,0.08062088428974601,0.06528692380056444
CDW,0.20010559662090813,0.1293558606124604,0.1921858500527983,0.13833157338965152,0.07444561774023231,0.08236536430834214,0.059134107708553325,0.08711721224920803,0.03695881731784583
TT,0.26039510818438383,0.27836312323612417,0.09633113828786453,0.0936030103480715,0.06340545625587958,0.0671683913452493,0.06904985888993415,0.03555973659454374,0.0361241768579492
IPG,0.39106302916274693,0.19905926622765757,0.10724365004703669,0.0541862652869238,0.04844778927563499,0.015333960489181562,0.0431796801505174,0.0671683913452493,0.07431796801505174
IFF,0.2662276575729069,0.09087488240827846,0.22079021636876764,0.16406396989651928,0.0702728127939793,0.060583254938852305,0.03433678269049859,0.04656632173095014,0.04628410159924741
J,0.09834432964023404,0.09336486991161459,0.10344827586206896,0.17739325283206772,0.17440557699489606,0.15037968380430725,0.09249346445910618,0.06348811153989792,0.046682434955807296
HBI,0.25400271370420624,0.24206241519674354,0.07272727272727272,0.019267299864314788,0.06919945725915876,0.18263229308005427,0.09470827679782903,0.04531886024423338,0.020081411126187245
K,0.11984948259642521,0.17789275634995297,0.23189087488240828,0.14063969896519285,0.14045155221072436,0.12455315145813735,0.05032925682031985,0.012041392285983067,0.0023518344308560675
BR,0.30915273448569,0.33607254179654295,0.05894020969113063,0.05043921790875602,0.08982714650042505,0.07424199489940493,0.029470104845565316,0.01615188438651176,0.03570416548597336
PRGO,0.392875851231011,0.0026191723415400735,0.0041906757464641176,0.10162388685175484,0.13986380303823992,0.03771608171817706,0.13305395495023573,0.11995809324253535,0.0680984808800419
KMB,0.277892756349953,0.12869238005644404,0.0768579492003763,0.11815616180620885,0.18231420507996238,0.14731890874882408,0.02191909689557855,0.017591721542803387,0.029256820319849483
KIM,0.46174282678002126,0.23618490967056324,0.07372476089266737,0.04357066950053135,0.026434643995749203,0.013018065887353878,0.03480340063761955,0.07505313496280552,0.03546758767268863
ORCL,0.0,0.0,0.27683315621679067,0.4543039319872476,0.26567481402763016,0.003188097768331562,0.0,0.0,0.0
KR,0.40526810912511757,0.2594543744120414,0.13142050799623706,0.0528692380056444,0.015428033866415804,0.015145813734713076,0.03367826904985889,0.040075258701787395,0.046660395108184385
LEG,0.23471307619943557,0.32803386641580434,0.14835371589840074,0.1499529633113829,0.052304797742238944,0.016086547507055505,0.016650987770460958,0.023330197554092193,0.03057384760112888
LEN,0.30216368767638757,0.08974600188146754,0.12474129821260584,0.1671683913452493,0.10310442144873001,0.05794920037629351,0.06603951081843838,0.047695202257761055,0.041392285983066796
LLY,0.24459078080903104,0.030950141110065853,0.20282220131702727,0.07234242709313264,0.15324553151458137,0.09087488240827846,0.09877704609595485,0.07845719661335843,0.027939793038570086
LB,0.3312987792675605,0.1953171903141885,0.06103662197318391,0.08224934960976586,0.053832299379627774,0.05003001801080648,0.05693416049629778,0.09365619371622974,0.0756453872323394
CHTR,0.23349866463181992,0.1850438763830599,0.24227394124380008,0.07783288821060663,0.09271270507439909,0.0793590232735597,0.0331934376192293,0.04769172071728348,0.008393742846241892
LNC,0.2407337723424271,0.16124176857949202,0.0986829727187206,0.18400752587017874,0.16208842897460018,0.08391345249294449,0.04186265286923801,0.01495766698024459,0.012511759172154281
L,0.26923800564440264,0.07554092191909689,0.13753527751646283,0.20282220131702727,0.08889934148635936,0.025117591721542803,0.06340545625587958,0.0632173095014111,0.07422389463781749
LOW,0.2085606773283161,0.2538099717779868,0.09990592662276576,0.09981185324553152,0.03621825023518344,0.07121354656632173,0.09717779868297272,0.07469426152398871,0.05860771401693321
HST,0.5343059038067016,0.10200592660132209,0.0031912468657396852,0.011511283337132437,0.03555960793252792,0.039662639617050376,0.16480510599498518,0.05960793252792341,0.04935035331661728
XRX,0.20733772342427093,0.42022577610536216,0.21712135465663218,0.07365945437441204,0.033113828786453435,0.022013170272812795,0.016650987770460958,0.004139228598306679,0.005738476011288805
IEX,0.39104368041110976,0.14547901627309434,0.19515477792732167,0.05432521717851462,0.032668542762755416,0.02496023491985807,0.09164321546555733,0.03584974917410987,0.028875565887678943
MMC,0.2561618062088429,0.2233301975540922,0.15870178739416746,0.1090310442144873,0.10188146754468486,0.03527751646284102,0.02013170272812794,0.052963311382878644,0.0425211665098777
MAS,0.42361241768579494,0.2477892756349953,0.1231420507996237,0.049388523047977424,0.02361241768579492,0.039698965192850426,0.03998118532455315,0.0187206020696143,0.03405456255879586
SPGI,0.16246472248353716,0.1671683913452493,0.15587958607714017,0.09689557855126998,0.10423330197554093,0.08466603951081844,0.10047036688617121,0.08090310442144873,0.047318908748824086
MDT,0.15954844778927563,0.05898400752587018,0.12539981185324553,0.22812793979303858,0.18824082784571966,0.07036688617121355,0.07271872060206962,0.06218250235183443,0.03443085606773283
CVS,0.2317027281279398,0.17365945437441205,0.14035747883349012,0.07742238946378174,0.04929444967074318,0.08297271872060206,0.10931326434619003,0.06876763875823141,0.0665098777046096
